,1Y,2Y,3Y,4Y,5Y,6Y,7Y,8Y,9Y,10Y,12Y,15Y,20Y,25Y,30Y
AGG_RISK,2.9812858702000002,-1.8615772946,0.007423737000000005,0.0644392968,13.9643459582,-10.916070101599997,-0.019174913500000005,0.0205795603,0.056787161399999994,8.5961794493,-10.405532542700001,-23.6304331979,-14.3351205715,0.0,0.0
